stop,lat,lon,routes,trips
East Railway Station,13.00024247,77.61721795,0,0
Ernst Young Bennigonahalli,12.99350863,77.66105533,8,3
Geetanjali Layout,12.97588169,77.65559435,60,477
GM palya,12.97514370,77.66610111,7,133
Golden Enclave,12.95926834,77.65408158,8,23
Gopalan Mall Benniganahalli,12.99312679,77.66181356,1,2
GTRE Engine Division,12.98353976,77.64929786,16,83
HAL 2nd Stage 12th main,12.97023185,77.64236686,2,4
Halasuru,12.97773420,77.62809777,364,3116
Halasuru Lake,12.98157244,77.62290762,4,4
Halasuru Police Station,12.97493617,77.62542151,118,740
HAL Main Gate,12.95844606,77.66603425,294,2172
Indian Oil,13.00544295,77.63867969,63,1045
Indiranagara 100ft Road,12.96711377,77.64149626,71,667
Indiranagara 12th Main,12.97027912,77.64137998,7,15
Indiranagara 6th Main,12.97322875,77.63713136,1,3
Indiranagara BM Shree Circle,12.98113259,77.64628977,2,4
Indiranagara Double Road,12.97824403,77.63695975,50,505
Indiranagara New Horizon School,12.96873045,77.64140010,39,212
Indiranagara Police Station,12.97816737,77.64098772,40,214
Isolation Hospital,12.98494942,77.64329700,303,2465
ISRO Satellite Centre,12.95970026,77.65649021,4,5
ITC Factory Banasawadi,12.99861491,77.62196905,8,65
Jagadishnagara,12.97162129,77.66563586,3,31
Jeevanahalli,12.99502610,77.62849423,12,76
Jeevan Bheemanagara,12.96675632,77.66143341,1,4
Jeevan Bheemanagara Petrol Bunk,12.96747321,77.65593231,15,77
Jn of New Bridge,12.95528894,77.64129239,62,525
Jn of Suranjandas road,12.98677935,77.64796413,6,26
Kaggadasapura,12.98560453,77.67252848,13,95
Kasthurinagara,13.00398938,77.66317961,100,756
Kattalepalya,12.99285459,77.63630859,8,66
Kendriya Vidyalaya DRDO Quarters,12.98675452,77.66408086,4,9
Kodihalli,12.95994910,77.64677806,299,2372
Kodihalli Jeevan Bheemanagara,12.96852722,77.64962308,16,124
Konena Agrahara,12.95900434,77.65956134,234,1930
Krishnayyana Palya NGEF,12.99191895,77.65169173,19,175
Lake Side Hospital,12.98850204,77.61746024,3,7
Lakshmipuram,12.97823210,77.63212220,46,464
Lal Bahaddur Shastrinagara,12.96927151,77.67021507,3,39
Lavanya Talkies,12.98601225,77.61551410,12,82
Malleshpalya,12.97480483,77.67037868,12,183
Malleshpalya New Bus station,12.97277134,77.67795324,13,187
Malleshpalya Sriram Reddy Layout,12.97165658,77.68162116,0,0
Maruthinagara Malleshpalya,12.97330650,77.67515570,0,0
Maruthi School Dodda Banasawadi Road,13.00969932,77.64437935,2,3
Maruthi Sevanagara,13.00262563,77.63470858,81,1087
MEG Centre,12.98736283,77.62262061,4,21
Miranda School Jeevanbhimanagar Main Road,12.96849913,77.65013605,2,3
Mosque Road,13.00031693,77.61607925,42,530
Murugeshpalya,12.95920774,77.65622463,240,1938
Nagavarapalya,12.98735550,77.66224776,37,336
NAL,12.95971832,77.64938601,35,138
New Baldwin Residential School,13.01443673,77.65813500,12,260
NGEF,12.98767466,77.64992339,310,2544
NGEF KSRTC Satellite Bus Station,12.99275789,77.65441418,2,20
Old Bayyappanahalli,12.99528386,77.64361426,9,63
OMBR Layout,13.00812242,77.65227914,4,70
Pankaj Dairy,12.99543105,77.62347768,12,124
Philips Millenium Halsooru,12.98193760,77.62386650,228,2266
RK Apartment,13.01459306,77.66526371,14,193
Sadanandanagara,12.99446191,77.65825242,4,53
Sathyanagara,13.00013711,77.64003754,1,3
Shaila Kothavala Institute For The Deaf,12.95740267,77.64908664,2,3
Shivanachetty Garden,12.98973271,77.61544035,3,6
Silicon City Public School NGEF,12.98163082,77.64135685,2,1
Sindhi Colony,12.99556417,77.61664061,6,67
Srinidhi Hotel Banasawadi,13.01157812,77.64744922,4,70
Sri Raja Rajeshwari Colony,12.98820832,77.67871902,3,6
SRR Kalyana Mantapa B Channasandra,13.00743640,77.65464485,0,0
Subbayanapalya Dodda Banasawadi Main Road,13.00755014,77.64091159,4,26
SVVKRS,12.98846903,77.66252786,3,8
Swamy Vivekananda Road Metro Station,12.98571168,77.64467843,4,64
The Golden Palms Hotel Indiranagara,12.97764854,77.63907060,0,0
Thippasandra,12.97375200,77.64708931,74,794
Thippasandra Ganesh Temple,12.97204210,77.65411645,36,506
Thippasandra Market,12.97252173,77.65113652,38,543
Uttamasagar Hotel Banasawadi,13.00886331,77.64305033,2,4
Vignannagara,12.97209438,77.68026263,2,3
Wind Tunnel Road (Murugeshpalya),12.95924742,77.65421033,1,14
,12.99521199,77.59204678,2,25
Akkithimmanahalli,12.96220111,77.59655625,22,245
Ananda Rao Circle,12.98115609,77.57462181,254,2789
Army Public School,12.97928990,77.61305451,0,0
Avinash Petrol Bunk Palace Road,12.99049507,77.58871406,15,123
Bamboo Bazaar,12.99219243,77.60414818,177,1909
Basaveshwara Circle,12.98458391,77.58836076,1,3
Basaveshwara Circle Sophiya School,12.98606974,77.58870475,73,545
BM English School Ulsoor,12.98477535,77.61443518,2,7
BRV Talkies Cubbon Road,12.97907563,77.60269851,26,110
Byadarahalli Jayamahal,13.00116812,77.60973930,1,16
Cambridge Layout Halasuru,12.97248383,77.62287140,1,2
Canara Bank Millers Road,12.99551843,77.60157265,5,98
Cantonment Railway Station,12.99278817,77.59495232,181,2143
Chandrika Hotel Junction,12.98956671,77.59285010,21,253
Chinnappa Garden,13.00302002,77.60353880,8,38
Coles Park Millers Road,12.99554851,77.60656584,142,1594
Coles Road,12.99632578,77.61236246,109,1517
Commercial Street,12.97994730,77.60981172,13,100
Corporation,12.96724194,77.58828195,1219,12296
CQAL,13.01071162,77.59170749,68,976
CSI Hospital,12.98992431,77.59933748,95,597
CS-Imra Masjid Sunders Road,12.99600127,77.61135131,1,2
Cubbon Park,12.97604374,77.59142518,1,1
Cubbon Park Metro Station,12.98093983,77.59717248,0,0
Cunningham Road,12.98787488,77.59432448,278,3693
Dickenson Road,12.98082941,77.61055737,8,70
Electric B Station,12.97395472,77.61395775,46,217
Forum City Apartment,12.99659466,77.58808924,5,26
Ganesha Temple Vasantanagara,12.99524363,77.59213849,25,456
Goodwill Womens College Hines Road,12.99659650,77.60917034,1,1
GPO,12.98174883,77.59483300,99,517
Gurudwara,12.97502803,77.62006412,34,288
Halasuru,12.97773420,77.62809777,364,3116
Halasuru Lake,12.98157244,77.62290762,4,4
Halasuru Police Station,12.97493617,77.62542151,118,740
Hasanath College,12.97962439,77.61383772,7,50
High Ground Police Station,12.98951705,77.59280115,21,282
HK Degree College,12.99183405,77.60245694,75,1093
Hosmat Hospital,12.96956490,77.61628591,177,1579
HP Petrol Bunk Coles Road,12.99663178,77.61175163,2,7
Indian Express,12.98411256,77.59735287,550,5581
Jagadale Group of Industries Richmond Circle,12.96772120,77.59354714,6,8
Janatha Dala Office Ananda Rao Circle,12.98296333,77.57644167,151,1825
Jawaharlal Nehru Planetorium,12.98525169,77.59016991,0,0
Jayamahal,13.00069575,77.59468541,143,1734
Jayamahal Extension,13.00208674,77.59877577,5,75
JC Nagara,13.00498111,77.59392500,30,371
JC Nagara Kabir Ashrama,13.00952319,77.59463310,3,26
Kabir Ashram JC Nagara,13.01374635,77.59651065,0,0
Kamaraja Road,12.98423539,77.61164518,0,0
Karnataka Chitrakala Parishath,12.98886107,77.58110404,1,1
KG Road Junction,12.97424419,77.57816233,8,23
KH Road,12.95772479,77.59311780,337,3048
KR Circle,12.97472667,77.58691000,609,6816
Lake Side Hospital,12.98850204,77.61746024,3,7
Lakshmipuram,12.97823210,77.63212220,46,464
Langford Road,12.96255725,77.59492278,7,12
Lavanya Talkies,12.98601225,77.61551410,12,82
Lido Talkies,12.97270831,77.62142768,113,715
Link Road Central,12.99424589,77.57398298,65,394
Maharanis College,12.97887554,77.58477431,755,8139
Maniksha Parade Ground,12.97747239,77.60802943,153,1413
Manipal Centre MG Road,12.97566035,77.61315062,113,906
Marappa Garden,13.00454089,77.59968708,7,43
Matadahalli,13.01358366,77.59367287,80,1027
Mayohall,12.97350100,77.61015285,445,4389
MEG Centre,12.98736283,77.62262061,4,21
MG Road Metro Station,12.97545826,77.60680228,31,305
MG Statue,12.97782978,77.60194445,122,956
Millers Road,12.99535051,77.60299891,3,20
Mount Carmel College,12.99308652,77.58890390,25,439
Munireddy Palya JC Nagara,13.00381292,77.59364605,105,1591
Museum,12.97459051,77.59627998,125,982
Mysore Bank,12.97349267,77.58150066,345,2931
Naga Talkies,12.98551117,77.61174013,1,1
Nandidurga Road,13.00055526,77.59964347,17,127
Philips Millenium Halsooru,12.98193760,77.62386650,228,2266
Poornima Talkies Lalbagh Main Road,12.96101572,77.58772574,38,440
Pottery Town,13.00243146,77.60914089,0,0
Raj Bhavan,12.98286414,77.59217553,27,244
Rajmahal Guttahalli,12.99969604,77.58431177,33,145
RBANMS College,12.98145406,77.61567436,6,10
R B A N M S Ulsoor Lake,12.98270017,77.61595414,1,4
RC College,12.98412072,77.58671525,60,462
RMS Sheshadripuram,12.99470823,77.57828772,2,25
Sheshadripuram Swastik,12.98781654,77.57456486,38,316
Shivajinagara Bus Station,12.98378941,77.60315890,528,5322
Shivajinagara Police Station,12.98778688,77.60346495,3,6
Shivanachetty Garden,12.98973271,77.61544035,3,6
Shivananda Store,12.98756619,77.58040438,230,2439
Sindhi High School Srikanta layout,12.98771240,77.58066483,0,0
State Bank India Garage St Marks Rd,12.97440755,77.60137886,26,174
St Johns School Thamos Cafe,12.99164776,77.61149079,4,7
St Joseph Boys High School,12.97037888,77.59430906,437,4226
Subbaiah Circle,12.96265400,77.59096469,189,2165
Sultan Shah Maszid  Shivajinagara,12.98273997,77.60223985,1,1
Swastik Sheshadripuram College,12.98826273,77.57429750,80,629
Telephone Exchange AGO,12.98186312,77.58855186,73,680
The Embassy Cunning Ham Road,12.98963481,77.59280819,17,240
The Lalit Ashok Kumarkrupa Road,12.99202087,77.58306473,0,0
Thomas Bakery,12.99115299,77.61423039,5,60
Thomas Cafe,12.99069319,77.61358827,11,24
Town Hall,12.96357668,77.58426144,729,7173
Trinity Circle,12.97339367,77.61999187,275,2407
TV Tower,13.00962722,77.59052356,126,1230
Vasantha Nagara Cantonment,12.99382911,77.59540625,3,106
Vidhana Soudha,12.97933727,77.59216777,134,538
Williams Town Park,12.99998422,77.60748558,3,2
YMC Nandhidurga Road,12.99588429,77.60195152,6,100
Agara,12.92453611,77.65037150,15,88
Akkithimmanahalli,12.96220111,77.59655625,22,245
Anepalya,12.95283208,77.60543338,37,309
Anepalya Pothalappa Garden,12.94977972,77.60582328,3,13
Army Public School,12.97928990,77.61305451,0,0
ASC Centre,12.96238716,77.61907690,41,363
Austin Town,12.96162379,77.61335987,62,661
Bishop Cotton Girls High School,12.96959823,77.60236658,13,21
BMTC Old Central Office,12.95333343,77.59597354,4,20
B Nagasandra,12.94368121,77.65362829,3,35
Brigade Road,12.97053919,77.60683984,17,148
BRV Talkies Cubbon Road,12.97907563,77.60269851,26,110
Cambridge Layout Halasuru,12.97248383,77.62287140,1,2
Challaghatta B Nagasandra,12.94609986,77.64908127,2,34
Commando Hospital,12.96265764,77.62757386,219,1855
Commercial Street,12.97994730,77.60981172,13,100
CS-Jakkasandra(Towards:Dairy Circle),12.92454821,77.63856500,15,16
Cubbon Park,12.97604374,77.59142518,1,1
Cubbon Park Metro Station,12.98093983,77.59717248,0,0
Dell Domlur,12.95129318,77.63976072,13,57
Depot-25 HSR Layout,12.91967254,77.64301614,1,1
Dhoopanahalli,12.96322519,77.64165240,73,696
Dickenson Road,12.98082941,77.61055737,8,70
Domlur Flyover,12.95696427,77.64140253,254,2194
Domlur TTMC,12.96355509,77.63834238,11,100
Ejipura,12.94673196,77.62871830,16,137
Ejipura School,12.94264277,77.63087176,2,5
Electric B Station,12.97395472,77.61395775,46,217
Elgin Floor Mill,12.95882395,77.60613978,53,551
Garuda Mall Commissariat Road,12.97036342,77.61038236,18,147
GPO,12.98174883,77.59483300,99,517
Gurudwara,12.97502803,77.62006412,34,288
HAL 2nd Stage 12th main,12.97023185,77.64236686,2,4
Halasuru,12.97773420,77.62809777,364,3116
Halasuru Police Station,12.97493617,77.62542151,118,740
Hasanath College,12.97962439,77.61383772,7,50
Hosmat Hospital,12.96956490,77.61628591,177,1579
HSR Layout Petrol Bunk,12.91961832,77.65157439,4,29
Ibbaluru Sarjapura Road,12.92134441,77.66195789,6,10
India Garage,12.96526320,77.61756800,3,6
Indian Express,12.98411256,77.59735287,550,5581
Indiranagara 100ft Road,12.96711377,77.64149626,71,667
Indiranagara 12th Main,12.97027912,77.64137998,7,15
Indiranagara 6th Main,12.97322875,77.63713136,1,3
Indiranagara Double Road,12.97824403,77.63695975,50,505
Indiranagara New Horizon School,12.96873045,77.64140010,39,212
Indiranagara Police Station,12.97816737,77.64098772,40,214
Jagadale Group of Industries Richmond Circle,12.96772120,77.59354714,6,8
Jakkasandra Sarjapura Road,12.92476493,77.63816401,97,826
Janatha Hotel Mariswamappa Rd,12.94899945,77.59792417,2,4
Jn of New Bridge,12.95528894,77.64129239,62,525
Jn of Sarjapura,12.92092954,77.66603753,122,868
Johnson Market,12.96324209,77.60678170,58,559
Karnataka Silk Emporium,12.95056197,77.59248868,1,1
Kendriya Vidyalaya ASC Center,12.96689818,77.61215598,19,30
KH Road,12.95772479,77.59311780,337,3048
Kodihalli,12.95994910,77.64677806,299,2372
Koramangala 1st Block,12.92506059,77.63463289,2,3
Koramangala Maharaja Signal,12.93444166,77.62983307,16,156
Koramangala National Games Village,12.94869246,77.61989663,29,248
Koramangala Passport Office,12.94547183,77.61927255,17,128
KSRTC Quarters Shanthinagara,12.95128274,77.59905338,0,0
Lakshman Rao Nagara,12.95026789,77.61776179,1,2
Lakshmipuram,12.97823210,77.63212220,46,464
Lalbagh Hopcoms,12.95120265,77.59164635,194,1776
Langford Road,12.96255725,77.59492278,7,12
Lido Talkies,12.97270831,77.62142768,113,715
Life Style D Souza Circle,12.96672149,77.60945756,80,526
Maniksha Parade Ground,12.97747239,77.60802943,153,1413
Manipal Centre MG Road,12.97566035,77.61315062,113,906
Mayohall,12.97350100,77.61015285,445,4389
MG Road Metro Station,12.97545826,77.60680228,31,305
MG Statue,12.97782978,77.60194445,122,956
Military Accounts office,12.96670184,77.62079318,30,122
Military Bridge,12.94605215,77.64002144,78,702
Museum,12.97459051,77.59627998,125,982
Nanjappa Circle Langford Road,12.96078086,77.60083466,22,245
Neelasandra Bus Stand,12.95770839,77.61435375,35,375
Neelasandra Masjid Street,12.95409437,77.61230321,1,2
Neelasandra Rose Garden,12.95379741,77.61748821,28,313
Nyaya Degula,12.95420387,77.59040460,2,12
Palm Grove Apartment Richmond Town,12.96518286,77.61439126,0,0
Philomenas Hospital,12.96472362,77.61029923,60,564
Ravi Tent,12.95120697,77.62142838,43,337
Richmond Circle,12.96565337,77.60294226,558,4800
Shanthinagara TTMC,12.95452669,77.59273880,344,3137
Shoole Circle,12.96590328,77.60699799,30,314
Srinivagilu,12.93973134,77.63206333,5,49
State Bank India Garage St Marks Rd,12.97440755,77.60137886,26,174
St Joseph Boys High School,12.97037888,77.59430906,437,4226
St Joseph Boys High School Musuem Road,12.96986484,77.60295331,4,7
St Patrick Church,12.97014189,77.60507763,21,165
Subbaiah Circle,12.96265400,77.59096469,189,2165
Sultan Shah Maszid  Shivajinagara,12.98273997,77.60223985,1,1
The Golden Palms Hotel Indiranagara,12.97764854,77.63907060,0,0
Trinity Circle,12.97339367,77.61999187,275,2407
Vannarapet,12.95646726,77.62114952,40,362
Viveknagara,12.95415096,77.62297538,2,4
Viveknagara Police Station,12.95139519,77.62200205,4,46
Viveknagara Shine Bakery,12.95070639,77.62380749,7,90
Viveknagar Fairland Shop,12.95037049,77.62532830,8,90
Wilson Garden 10th Cross,12.94715044,77.59805714,218,2525
Wilson Garden 14th Main,12.94656123,77.60039248,4,13
Wilson Garden Police Station,12.95140577,77.59521987,284,2869
Ananda Rao Circle,12.98115609,77.57462181,254,2789
Bandi Reddy Circle,12.99136273,77.56391660,5,78
Binny Mill,12.97056963,77.56621192,92,891
Binnypet,12.96467391,77.56169890,94,944
Central Rajiv Gandhi Circle,12.98978170,77.57239960,37,248
Cottonpet Hospital Super Talkies,12.96813711,77.57027730,71,851
Dattatreya Temple Malleshwaram,12.99892824,77.57460858,20,126
Devaiah Park,12.99641110,77.56424332,125,1248
Gopalapura Dr Rajakumar Road,12.98069606,77.55784869,19,112
Goripalya Maramma Temple,12.96304333,77.55904333,9,96
Jaga Jeevan Ram Nagara,12.96461282,77.55486220,16,145
Janatha Dala Office Ananda Rao Circle,12.98296333,77.57644167,151,1825
Karnataka Chitrakala Parishath,12.98886107,77.58110404,1,1
Kempapura Agarahara Goripalya,12.96911991,77.55465209,2,2
Kempegowda Bus Station,12.97751447,77.57178022,1449,16807
KG Road Junction,12.97424419,77.57816233,8,23
KR Circle,12.97472667,77.58691000,609,6816
KR Market,12.96420069,77.57761288,1238,12871
Link Road Central,12.99424589,77.57398298,65,394
Magadi Road 10th Cross,12.97578029,77.55691837,1,5
Magadi Road 1st Cross,12.97587214,77.56328904,1,5
Magadi Road 5th Cross,12.97584555,77.56078154,62,405
Magadi Road Hunasemara,12.97535180,77.56495368,82,760
Maharanis College,12.97887554,77.58477431,755,8139
Malleshwaram 11th Cross,13.00292613,77.57126014,276,2830
Malleshwaram 13th Cross,13.00367964,77.56931305,45,275
Malleshwaram 15th Cross,13.00512833,77.57118500,276,2830
Malleshwaram 8th Cross,12.99927824,77.57132394,271,2732
Malleshwaram 8th Cross 8th Main,13.00008158,77.56545603,2,43
Malleshwaram Circle,12.99790235,77.57134270,426,4305
Mallikarjunapura Vayyalikaval,13.00534634,77.57356904,1,1
Mantri Mall,12.99183494,77.57133008,24,277
MD Block,12.99327864,77.56951220,2,36
Minerva Mill,12.97947306,77.56432681,173,1575
Mysore Bank,12.97349267,77.58150066,345,2931
Okalipura,12.98269410,77.56858010,307,3268
Prasanna Theatre,12.97545631,77.55290933,309,2955
Rajajinagara 6th Block,12.97961666,77.55358726,14,25
Rajajinagara Entrance Link Road,12.98441141,77.55701244,46,745
Rajmahal Guttahalli,12.99969604,77.58431177,33,145
Rama Mandira Rajajinagara,12.98622758,77.55636379,19,139
Ramamandira Srirampura,12.99324662,77.56772183,2,44
RMS Sheshadripuram,12.99470823,77.57828772,2,25
Sheshadripuram Swastik,12.98781654,77.57456486,38,316
Shivananda Store,12.98756619,77.58040438,230,2439
Sindhi High School Srikanta layout,12.98771240,77.58066483,0,0
Sriramapura 5th Cross,12.99214333,77.56644776,5,86
Srirampura 7th Main,12.98867093,77.56654971,1,37
Srirampura Chowdeshwari Temple,12.99473270,77.56638293,5,66
Srirampura Gandhi School,12.98725450,77.56771671,2,20
Sujatha Theatre,12.98264395,77.56233968,42,244
Swastik Sheshadripuram College,12.98826273,77.57429750,80,629
The Lalit Ashok Kumarkrupa Road,12.99202087,77.58306473,0,0
Town Hall,12.96357668,77.58426144,729,7173
Vaiyali Kaval,13.00207964,77.57849710,17,113
Vinayaka Talkies KR Market,12.96380068,77.56833112,44,243
Bandi Reddy Circle,12.99136273,77.56391660,5,78
Basaveshwara College Rajajinagara,12.99440091,77.55274699,64,792
Basaveshwaranagara 3rd Stage,12.98912112,77.54249029,2,3
Basaveshwaranagara 8th Main Road,12.99022405,77.55010172,0,0
Basaveshwaranagara Havanur Circle,12.98900482,77.53767908,19,178
Bhashyam Circle Rajajinagara,12.98449626,77.55420361,63,817
Bheemajyothinagara Shankara Mutt,13.00218931,77.54073277,2,42
Central Rajiv Gandhi Circle,12.98978170,77.57239960,37,248
CS-Rajajinagara Warrior Bakery,12.98339994,77.54914150,0,0
Dasarahalli Kere Rajajinagara,12.98522359,77.54419148,10,37
Devaiah Park,12.99641110,77.56424332,125,1248
Gayathrinagara H Ghat,12.99827763,77.55991459,6,164
Gopalapura Dr Rajakumar Road,12.98069606,77.55784869,19,112
Harishchandra Ghat,12.99688022,77.56082339,101,1194
Industrial Town Rajajinagara,12.98453360,77.54827582,21,219
Kamakshipalya,12.98384868,77.52919176,278,2136
Kamalanagara 8th Main,12.99253582,77.53872112,10,18
Kamalanagara BEML Layout,12.99266000,77.53068500,11,143
Kamalanagara Gudde Devastana,12.99533221,77.53324136,5,20
Kamalanagara Market,12.99607968,77.53079318,3,17
Kamalanagara Maruthi Temple,12.99496893,77.53545084,2,7
Kamalanagara Old Bus Stop,12.99219010,77.53467098,7,151
Kamalanagara Water Tank,12.99579361,77.53995217,3,6
KHB Colony Kamakshipalya,12.98127633,77.53552997,63,351
Kodandarama Temple,13.00141078,77.56073644,10,243
Magadi Road 10th Cross,12.97578029,77.55691837,1,5
Magadi Road 5th Cross,12.97584555,77.56078154,62,405
Malleshwaram Railway Station,13.00067704,77.56332129,2,11
Manjunatha Nagara Shivanahalli,12.99155958,77.54295766,5,123
Manjunatha Nagara WOC Road,12.99585888,77.55072313,50,500
Mantri Mall,12.99183494,77.57133008,24,277
Mariyappanapalya Navarang,12.99847143,77.55582443,50,679
MD Block,12.99327864,77.56951220,2,36
Minerva Mill,12.97947306,77.56432681,173,1575
Modi Hospital,12.99748625,77.54610710,62,575
Navarang Theatre,12.99941968,77.54980786,167,1891
Prasanna Theatre,12.97545631,77.55290933,309,2955
Pushpanjali Talkies Thimmayya Road,12.99134919,77.54608713,5,123
Rajajinagara 2nd Block,12.99605818,77.55142166,36,461
Rajajinagara 6th Block,12.97961666,77.55358726,14,25
Rajajinagara Bashyam Circle,12.98449831,77.55398557,14,253
Rajajinagara Dhobi Ghat,12.98560518,77.54932456,43,441
Rajajinagara Entrance Link Road,12.98441141,77.55701244,46,745
Rajajinagara ESI Hospital,12.99058450,77.55085582,43,436
Rajajinagara Industrial Area,12.98193956,77.54905902,39,379
Rajajinagara Metro Station,12.99981827,77.54973225,1,1
Rajajinagara Old Police Station,12.98992392,77.55545305,2,3
Rama Mandira Rajajinagara,12.98622758,77.55636379,19,139
Ramamandira Srirampura,12.99324662,77.56772183,2,44
Shankar Mutt,12.99911538,77.54162477,69,605
Shivanahalli 4th Main,12.98886107,77.54683480,6,124
Siddaiah Puranik Road Juction,12.98215714,77.53715739,25,110
Sriramapura 5th Cross,12.99214333,77.56644776,5,86
Srirampura 7th Main,12.98867093,77.56654971,1,37
Srirampura Chowdeshwari Temple,12.99473270,77.56638293,5,66
Srirampura Gandhi School,12.98725450,77.56771671,2,20
Sujatha Theatre,12.98264395,77.56233968,42,244
Agrahara Dasarahalli,12.97852542,77.54296472,277,2254
Anubhavanagara Moodalapalya,12.96741272,77.52384050,57,654
Bande Maramma Bus Station,12.96679886,77.51627237,13,103
Bapuji Layout Saraswathinagara,12.97200421,77.52930321,1,2
Basaveshwaranagara 3rd Stage,12.98912112,77.54249029,2,3
Basaveshwaranagara Havanur Circle,12.98900482,77.53767908,19,178
BCC Layout,12.95131413,77.52964586,10,53
Bengaluru University,12.93572605,77.51342250,64,399
Bhashyam Circle Rajajinagara,12.98449626,77.55420361,63,817
BHEL Town Ship Vijayanagara,12.96165481,77.53194183,1,3
Chandra Layout,12.95827325,77.52634499,93,471
Chandra Layout 1st Stage,12.95448226,77.52246559,8,83
Chandra Layout ganesha Temple,12.95771537,77.52867586,56,651
Chandra Layout Jyothinagara,12.95937289,77.52177357,32,174
Chandra Public School Chandra Layout,12.96018726,77.52955071,56,678
CS-Rajajinagara Warrior Bakery,12.98339994,77.54914150,0,0
CS-Spirit Junction Chandra Layout,12.96056653,77.52939774,0,0
Dasarahalli Kere Rajajinagara,12.98522359,77.54419148,10,37
Gangondanahalli Masjid Chandra Layout,12.94964903,77.52676785,2,19
GKW Layout Vijayanagara,12.96804956,77.52858102,10,49
Gopalapura Dr Rajakumar Road,12.98069606,77.55784869,19,112
Govindarajanagara Vijayanagara,12.97559878,77.53658194,64,651
Hampinagara Post Office,12.96519658,77.53804922,7,98
HMS,12.97426771,77.54479431,0,0
Income Tax Layout,12.96008017,77.53116544,122,1000
Industrial Town Rajajinagara,12.98453360,77.54827582,21,219
Institute of Social Economic College Bengaluru University,12.95388236,77.51406357,1,1
ITI Layout Nagarabhavi,12.94811395,77.52032384,0,0
Kalyananagara,12.96927214,77.51702205,395,2922
Kamakshipalya,12.98384868,77.52919176,278,2136
KHB Colony Kamakshipalya,12.98127633,77.53552997,63,351
Kwality Biscuits Factory,12.94681545,77.53107279,58,352
Magadi Road 10th Cross,12.97578029,77.55691837,1,5
Magadi Road Tollgate,12.97468137,77.54886863,14,29
Malagala,12.97774265,77.51653790,35,248
Malagala Cross,12.97879727,77.51514248,6,17
Manuvana Vijayanagara,12.97426683,77.54457001,95,608
Marenahalli Vijayanagara,12.96987660,77.53213696,3,36
MC Layout A.Dasarahalli,12.97500273,77.54211521,33,262
Moodalapalya,12.97027128,77.52484690,84,759
Nagarabhavi,12.95845489,77.51901091,110,1034
Nagarabhavi 12th Block,12.96012112,77.51408434,48,495
Nagarabhavi 1st Stage 3rd Block,12.95284005,77.52010658,18,150
Nagarabhavi 1st Stage Durga Parameshwari Temple,12.95228952,77.52124282,1,1
Nagarabhavi Byraveshwara Layout,12.96518406,77.52336152,58,655
Nagarabhavi Maruthinagara,12.96172963,77.52182067,58,655
Nagarabhavi Vinayaka layout,12.96065828,77.50749752,67,658
National Law College Bengaluru University,12.95322756,77.51661971,6,25
Nayandahalli,12.93985159,77.52357870,358,3039
Nayandahalli Junction,12.94502640,77.52858343,2,20
Nayandahalli Metro Station,12.94627957,77.52967268,27,237
Nayandahalli Railway Gate,12.94593111,77.52638885,18,149
New Public School Vijayanagara,12.97551577,77.54217379,1,3
Nrupathunga Nagara,12.95827013,77.50938982,5,48
Panchasheelanagara Malagala,12.97434482,77.52069533,1,2
Pattegarpalya Circle,12.97626198,77.52595983,3,3
Prasanna Theatre,12.97545631,77.55290933,309,2955
Prashanthnagara,12.97564150,77.53124958,64,667
Priyadarshini Layout Moodalapalya,12.97142151,77.52686151,61,629
Rajajinagara 6th Block,12.97961666,77.55358726,14,25
Rajajinagara Bashyam Circle,12.98449831,77.55398557,14,253
Rajajinagara Dhobi Ghat,12.98560518,77.54932456,43,441
Rajajinagara Industrial Area,12.98193956,77.54905902,39,379
Rajarajeshwarinagara  Gate,12.93645079,77.51841030,80,461
Rajarajeshwarinagara Petrol Bunk,12.93255946,77.51609265,42,427
Saraswathinagara,12.97348321,77.53019538,11,25
Sarvajna College Vijayanagara,12.97573487,77.53910017,3,17
Shivanahalli 4th Main,12.98886107,77.54683480,6,124
Siddaiah Puranik Road Juction,12.98215714,77.53715739,25,110
Sports Authority of India Bengaluru University,12.94152984,77.51575470,3,14
Srinivasanagara PattegarPalya,12.97649330,77.52345532,6,23
Subbanna Garden Vijayanagara,12.96466858,77.53218323,5,49
Summanahalli,12.98734846,77.51915284,402,3034
Vidyagiri Layout Nagarabhavi,12.95570558,77.52117812,2,21
Vijayanagara,12.97185438,77.53764583,376,3198
Vijayanagara ISRO Quarters,12.96769342,77.54104726,2,2
Vijayanagara Maruthi Mandira,12.96772910,77.53617308,162,1241
Vijayanagara Pipe Line Park,12.97035831,77.54620364,4,8
Vijayanagara TTMC,12.96490469,77.53502957,306,2690
Vijayanagara Vijaya Bank,12.97358945,77.54165947,101,1055
Vinayaka Layout Vijayanagara,12.96489860,77.53037006,7,83
Agrahara Dasarahalli,12.97852542,77.54296472,277,2254
Anubhavanagara Moodalapalya,12.96741272,77.52384050,57,654
Attiguppe,12.95780009,77.53384684,237,1934
Avalahalli BDA Park Girinagara,12.94323054,77.54261674,21,173
Avalahalli New BDA Layout Girinagara,12.94337406,77.53685899,7,32
Banashankari 1st Stage Muneshwara Block KEB,12.94205190,77.55059518,31,283
Banashankari 3rd Stage 2nd Phase,12.93401902,77.53991560,21,181
BCC Layout,12.95131413,77.52964586,10,53
